,IL2412_cMC_167Er_ERK12,IL2412_MDSC_167Er_ERK12,IL2412_intMC_167Er_ERK12,IL2412_ncMC_167Er_ERK12,IL2412_NK_167Er_ERK12,IL2412_CD56brightCD16negNK_167Er_ERK12,IL2412_CD56dimCD16posNK_167Er_ERK12,IL2412_gdT_167Er_ERK12,IL2412_Tcells_167Er_ERK12,IL2412_cMC_164Dy_IkB,IL2412_MDSC_164Dy_IkB,IL2412_cMC_159Tb_pMAPKAPK2,IL2412_MDSC_159Tb_pMAPKAPK2,IL2412_intMC_159Tb_pMAPKAPK2,IL2412_ncMC_159Tb_pMAPKAPK2,IL2412_Treg_159Tb_pMAPKAPK2,IL2412_Tregnaive_159Tb_pMAPKAPK2,IL2412_Tregmem_159Tb_pMAPKAPK2,IL2412_cMC_166Er_NFkB,IL2412_MDSC_166Er_NFkB,IL2412_cMC_151Eu_p38,IL2412_MDSC_151Eu_p38,IL2412_intMC_151Eu_p38,IL2412_ncMC_151Eu_p38,IL2412_NK_151Eu_p38,IL2412_CD56brightCD16negNK_151Eu_p38,IL2412_CD56dimCD16posNK_151Eu_p38,IL2412_gdT_151Eu_p38,IL2412_Tcells_151Eu_p38,IL2412_CD4T_151Eu_p38,IL2412_CD4Tnaive_151Eu_p38,IL2412_CD4Tmem_151Eu_p38,IL2412_Treg_151Eu_p38,IL2412_Tregnaive_151Eu_p38,IL2412_Tregmem_151Eu_p38,IL2412_Th1_151Eu_p38,IL2412_Th1mem_151Eu_p38,IL2412_Th1naive_151Eu_p38,IL2412_Th2_151Eu_p38,IL2412_CD8T_151Eu_p38,IL2412_CD8Tmem_151Eu_p38,IL2412_CD8Tnaive_151Eu_p38,IL2412_Treg_155Gd_S6,IL2412_Tregnaive_155Gd_S6,IL2412_Tregmem_155Gd_S6,IL2412_Bcells_150Nd_STAT5,IL2412_Bmem_150Nd_STAT5,IL2412_Bnaive_150Nd_STAT5,IL2412_NK_150Nd_STAT5,IL2412_CD56brightCD16negNK_150Nd_STAT5,IL2412_CD56dimCD16posNK_150Nd_STAT5,IL2412_gdT_150Nd_STAT5,IL2412_Tcells_150Nd_STAT5,IL2412_CD4T_150Nd_STAT5,IL2412_CD4Tnaive_150Nd_STAT5,IL2412_CD4Tmem_150Nd_STAT5,IL2412_Treg_150Nd_STAT5,IL2412_Tregnaive_150Nd_STAT5,IL2412_Tregmem_150Nd_STAT5,IL2412_Th1_150Nd_STAT5,IL2412_Th1mem_150Nd_STAT5,IL2412_Th1naive_150Nd_STAT5,IL2412_Th2_150Nd_STAT5,IL2412_CD8T_150Nd_STAT5,IL2412_CD8Tmem_150Nd_STAT5,IL2412_CD8Tnaive_150Nd_STAT5,IL2412_Granulocytes_168Er_STAT6,IL2412_Bcells_168Er_STAT6,IL2412_Bmem_168Er_STAT6,IL2412_Bnaive_168Er_STAT6,IL2412_cMC_168Er_STAT6,IL2412_MDSC_168Er_STAT6,IL2412_DC_168Er_STAT6,IL2412_mDC_168Er_STAT6,IL2412_pDC_168Er_STAT6,IL2412_intMC_168Er_STAT6,IL2412_ncMC_168Er_STAT6,IL2412_NK_168Er_STAT6,IL2412_CD56brightCD16negNK_168Er_STAT6,IL2412_CD56dimCD16posNK_168Er_STAT6,IL2412_gdT_168Er_STAT6,IL2412_Tcells_168Er_STAT6,IL2412_CD4T_168Er_STAT6,IL2412_CD4Tnaive_168Er_STAT6,IL2412_CD4Tmem_168Er_STAT6,IL2412_Treg_168Er_STAT6,IL2412_Tregnaive_168Er_STAT6,IL2412_Tregmem_168Er_STAT6,IL2412_Th1_168Er_STAT6,IL2412_Th1mem_168Er_STAT6,IL2412_Th1naive_168Er_STAT6,IL2412_Th2_168Er_STAT6,IL2412_CD8T_168Er_STAT6,IL2412_CD8Tmem_168Er_STAT6,IL2412_CD8Tnaive_168Er_STAT6
0100,0.209160110373367,0.336133566179916,1.2927467390305,0.124145136268741,0.130634003999909,0.906954634370162,0.0871745742067966,0.109991998346819,0.0718799754191036,-0.296886737671453,-0.276794233343941,-0.450243536103436,-0.56321766504975,-0.186250478634442,-0.0876099830514817,-0.299568678227059,-0.23472538449825,-0.308794949916164,-0.136850076770769,0.051080810305292,-0.455170373998321,-0.516123953374513,0.314888377694193,0.0890402272178007,0.284538349102412,0.528566887908969,0.245645945980472,0.402185005114457,0.150136630216035,0.209466470896149,0.139131214831369,0.260190075503512,0.389533281344438,0.337601696659934,0.390283683276502,0.0998269351829674,0.0885705625478998,0.205668637619195,0.205162230443201,0.0751783340963583,0.147155835350502,0.0325573843310714,-0.0627133491980866,-0.0320158052192541,-0.0642928392353547,0.276191313091374,0.269705132477042,0.282191249262763,1.52067639692769,1.89836556561293,1.4850963899095,1.58024650407896,1.61342781520882,2.04888690575141,1.56468346323155,2.31231713543774,2.68187445159799,2.64122117775601,2.68534964378013,1.49258206527515,1.50795152648789,1.37661791924734,2.35731278577791,1.25261388828026,1.440185577407,1.12628484501063,3.09230090151864,3.32231479367562,3.42698471298003,3.16591996628604,4.15923447583714,3.81425392296386,0.310890314531307,3.89902089682025,3.32077853282958,4.27346640213304,2.89329535337802,2.50532958148289,3.20422491187538,2.36922979903732,1.77456807095767,2.40257705507265,2.62149811046445,2.72012291354663,2.53629908668021,2.43252878291535,2.6475308845909,2.41143857633451,2.20118786300052,2.15948215531242,2.56797143731047,2.76366400349046,2.10295663737989,2.20639900986759,2.0336619278004
0002,0.869536288264791,0.952297564381608,0.836308784976134,0.145088157622433,0.0290841531311633,0.177700904086636,0.0227535287888054,-0.0191215259365889,0.0346945044938286,,,0.976625775333969,1.02851299734182,0.906669515748865,0.0690970631642109,-0.03829980452238,0.108322922885921,-0.0469468974518414,-0.0695012507794219,-0.0716609988591912,0.697850399443053,0.736503466620299,0.681262436173597,0.0730401161029748,0.0784279810717239,0.406981608973913,0.0706529091549109,0.181130321176057,0.0754272125458413,0.10964492338276,0.0611673924957107,0.13159634604772,0.252034795971598,0.20091776801845,0.255422025917005,0.027176859234315,0.0912284262884724,-0.104964559779616,0.124051740229521,0.0222419377948436,0.0252425684787975,0.0161395486772617,-0.0114526374495547,0.0678839372012283,-0.0169648544753334,0.167688518500448,0.0361733780796858,0.214889373177908,0.0767883040584285,0.954837964429733,0.0729877286200129,0.142635953005886,0.512120754729167,0.963502700491568,0.676644508956282,1.11888046856777,2.15538122011504,1.81831166128582,2.17301841190466,0.721958723398199,0.791032554179391,0.525676732625422,1.38258445146092,0.105816355770525,0.0929491416612993,0.195458847868197,3.26779450911988,3.23925546085318,3.12221218341065,3.27783244124423,3.65799044725482,3.47906486223941,1.24995449687475,3.62484972999247,3.37590266790335,3.7643690072914,2.16340671429043,2.48307999116241,2.99919882318236,2.47220376219376,1.93221340452278,2.31121753510253,2.40965212677379,2.43736331276536,2.38706760555412,2.16337914581869,2.64868332150919,2.14230881123154,2.6128299858836,2.5777682649596,2.65943481596552,2.44809086435972,2.12270181301996,2.04488788816659,2.40000738576222
0040,0.527264993290781,0.0520539143718803,0.301123985223093,0.287616501566504,0.489668887136221,0.863963078024422,0.634398413805512,0.745323294546911,0.334730741857135,-0.520471077422781,-0.365442414735583,0.595052171766905,0.46504660299984,0.596129639896058,0.338717530579485,0.279994928990421,0.280158101013266,0.239543722443432,0.335101939580606,0.213621653566922,0.365867999349465,0.408170094169526,0.144470035455161,0.398176322289441,0.287765163220955,0.321722289524564,0.301579192816885,0.38293338846363,0.338793691287371,0.416301421915391,0.380942621350132,0.466792057244841,0.522021009953751,0.498223706647352,0.511756449032987,0.365500370614938,0.361027588875692,0.390775421931309,0.532878972112994,0.265535126188689,0.327319360564306,0.25285457558936,0.0824674731741435,0.0921117683443717,0.049758724835426,0.29231925970728,0.0682220729465529,0.367883354380939,1.1381354893376,1.37150166922255,1.15250898224399,1.61999615386183,1.51009503940231,1.4911333532096,1.409844561603,1.59838235058044,1.67431219718669,1.73059246147197,1.66220321272576,1.65139022020707,1.66355583133376,1.65451497463762,1.55018948371988,1.53464815599821,1.63557175819289,1.52041713067151,1.45932791790917,2.51217268163708,2.06384664199582,2.67413285961648,3.58896419538469,2.30953943531425,0.382591736920968,1.90694300664209,2.87577585597136,3.85250628024395,2.99198242902774,1.93213509984308,2.26213634322904,2.27850054028194,1.83976821953325,2.19517019536133,2.26398192390737,2.31924668731586,2.16861989370492,2.13451057838236,2.20039372771526,2.11344145726692,2.03762477263339,1.98916342953181,2.14049787888667,2.27500276844793,2.09391542439799,2.0996008245763,2.09541466649756
0078,0.0857726719837226,0.0096250533502514,0.0132315797818231,0.010689891038201,0.0437431143935,0.441914200566358,0.0466973197226551,-0.0340267450389589,0.0030278878146434,-0.0629799483549123,-0.0612868606460931,0.0287748255190551,-0.0383592535752399,0.0391495804583357,-0.025698305028464,-0.0275974760180556,0.276200625651112,-0.0306691855542282,0.0204161629190344,-0.0526115578796231,0.0948409723668699,0.0711537495845129,0.0405182849067905,0.0,0.0,0.254133448585231,0.0,0.0,0.0,0.0,0.0,0.0005797874090464,0.0626858288425793,0.100471699810774,0.0574842283248615,0.10268340433025,0.130807477221225,-0.0291331467356397,0.0,0.0,0.0082112365610264,0.0,0.0,0.252346144725122,0.0,0.40773010112293,0.0651811375273692,0.490238781839201,0.878883574411971,1.01128534758629,0.895789771461878,1.67417479224793,1.50380500098088,1.54056708832545,1.3033897416086,1.6724112081147,2.1860066492779,1.58959543484354,2.19918169520006,1.17470905917424,1.52181059971368,0.93491309902509,1.53355711292994,1.39131378213403,1.70110793848674,1.1383989540394,2.87645148254563,3.17916261877898,2.8695380837101,3.24084815180482,3.59134923193028,3.47354291499845,0.321275852726326,3.2534702476484,2.97407630707533,3.65338846008167,2.18977835716945,2.09703537186624,2.84934194705465,2.11682581369677,1.77785642382885,2.20502325292081,2.22286295633615,2.21236802376214,2.23402773460444,1.94289698776783,2.37393239790811,1.92971991874256,2.44561570344733,2.41223041918432,2.36629030966836,2.32806972747151,2.0754645501507,2.14570576044253,1.9746111899093
0055,1.09372350385577,0.804661919501693,1.5111826148188,0.0867229212138427,0.278278031080151,0.421889161274774,0.299230700949387,0.250153009992043,0.103922067254549,0.205541096742965,0.115329836329107,-0.934045482759973,-0.569838626838352,-0.62313474149199,-0.139990784132766,-0.288192015462802,-0.270048862480036,-0.314495878273577,-0.0112046637053558,-0.0524419268637617,-0.479931810609408,-0.319736178630808,-0.192372882118998,-0.28197506642246,0.132042506282322,0.33020266757786,0.127481972189494,-0.0452987233367094,-0.0249004614500384,-0.0411793923294517,-0.0622700671338209,-0.0251314044918683,0.0018206264534487,-0.0444866883715997,0.0140255749142588,-0.0173175026921931,0.0160469947354859,-0.0517060077079452,0.0141808900108717,0.0454522615981837,0.0860573742087082,-0.0026781072383514,-0.0094658672415657,0.0107891445424548,-0.0155576012394544,0.352053912709061,0.246096538493929,0.238701972912049,1.46512740680756,1.59376405715069,1.47499212712835,1.93697691736496,2.07994221446474,2.09521723733732,2.01260688137256,2.17369692884261,2.33644916204369,2.23214047261002,2.37522598159132,1.92564177789753,2.06240143189184,1.85569199496175,2.15250722270792,2.03359147488273,2.07775668843714,2.01101020563047,2.53342125833848,1.85993240103674,1.08676297711116,2.16842490827101,2.85534093693524,3.00991036705851,0.847456960950629,2.53861152742724,1.6995989267288,2.93069723119372,1.54777776703592,1.53313869698881,1.73284353151237,1.52349693300632,1.20118929199018,1.66795915359462,1.69823583607813,1.70291381653472,1.68548028459641,1.63933640297866,1.63080252016194,1.61433698954042,1.48189519126747,1.59182786653279,1.39303662251991,1.62570608355651,1.42288571462513,1.39053623742168,1.47213325771211
0056,0.0408915189913981,0.0386193622328213,0.100361923566639,0.0148405574086638,0.151404683885323,1.47762890396239,0.163796233951414,0.164977305050613,0.098885697460018,-0.163449915170353,-0.112507480018348,0.156829574810381,0.252855364199571,0.203202963982091,-0.0074385615574812,-0.0130353299707019,-0.0330900400356096,-0.0107220888320038,0.107759863174263,0.127601993884313,0.145823185553888,0.168411996829813,0.138328180739545,0.0383930548392854,0.209025487906151,0.581435440575885,0.249942186977744,0.187447177888084,0.139962982634007,0.12367728722487,0.0824027094538691,0.149495699098303,0.172133315480833,0.101706953505448,0.181634673374948,0.116481894157946,0.149157866541693,0.091518606764466,0.127388145764432,0.176007447327748,0.181391052310119,0.159689355353221,-0.020553604294155,-0.0670041929046588,-0.034229095130254,0.159176330945192,0.0395849922628977,0.372437133776297,1.21297184473861,1.79918986037546,1.34321317336813,1.92158065956325,1.8614285003681,1.80056940050487,1.53139834347706,1.95389699983015,2.22241799477538,1.93806569715456,2.25377494790838,1.8725184386918,1.97211991584026,1.78998497309293,1.89008995106564,1.95492511296662,1.99221212417595,1.89056250189947,2.95379198945588,3.06407994730046,2.8980602778479,3.26688638640186,3.92355945696344,3.68610848547297,1.26261675459265,3.87444022825985,2.95876222026124,3.9137401297664,2.87808982588195,2.36808138572459,2.6085620415185,2.28447588104539,2.02540011261687,2.40163463236424,2.45402721151023,2.41051336859195,2.46362576077239,2.41621942815493,2.47616554325701,2.41195665316472,2.34616846487386,2.22232699782113,2.38237071907427,2.54751996177149,2.1676343988328,2.15366401958279,2.19049748688806
0059,0.103897691795122,0.210522750021819,0.0415643376901413,0.166387019357766,0.277243687740645,0.806696245790697,0.267600422153724,0.143309357654703,0.0696837113522655,-0.276210212026544,-0.26349896989375,0.150935481098178,0.361407031921456,0.124503857252224,-0.0414393572647193,-0.116911336959925,-0.0402653436045274,-0.117769700660639,0.0337039786392878,0.0926460206980813,0.0603036214703514,0.0763485204228103,-0.0077279194658543,0.0312312047647637,0.446486506408944,0.629279867801086,0.434810239437928,0.333933236512271,0.300939749438272,0.284852310604729,0.209219580697601,0.311523264686039,0.364825197555841,0.358201193074648,0.36482109541616,0.299461069058648,0.264372628791706,0.395380893508024,0.210030221745212,0.331973202095808,0.361241734169212,0.22869612706459,-0.0520600501620375,0.0716819242727957,-0.0550049636960489,0.261021582838484,0.0333395471727679,0.397603654654166,1.24504319184699,1.59306177800076,1.2359955481621,1.867321488113,2.0489864869764,2.09394256873202,1.81468322384238,2.16826703726754,2.35275534420113,2.13562972355266,2.36236562658601,2.0225992610932,2.07568210185156,1.55291590895618,2.02631054568641,1.98694176596998,2.02848010885697,1.87209963237555,,3.17616464937188,2.4945994659398,3.31475401073285,3.59023713910682,3.42244440495305,0.504421350205078,3.08040379442861,2.59918111653232,3.51666100623973,2.52640811445095,1.97284937084981,2.8974369957879,1.94641799032805,1.77342466378808,2.35398711712042,2.41377763588648,2.40763987570854,2.41002746434328,2.13270619424759,2.38470075123015,2.12088041660291,2.45610504920522,2.33380654418054,2.6721203436401,2.54132445135363,2.14901962903425,2.12661001163203,2.21266268056679
0067,-0.388470228342026,-0.45334104215957,-0.469971830559665,-0.0236463994222651,0.203960710917417,0.762409386857753,0.205152240347232,0.227541616225801,0.0917190524704302,-0.402132506832796,-0.302754617912023,-0.333396099759482,-0.275607013464188,-0.273053786652532,-0.240581575395021,-0.200365720417756,-0.19391460671805,-0.196709336902794,-0.0694340638978328,-0.0057662395830788,-0.148134096913612,-0.165604420459446,-0.0704047238579055,0.0927473148049538,0.319861139339477,0.742584751338996,0.304689990125689,0.353697666095058,0.464839093497143,0.477349272468982,0.278735885998797,0.487885787468291,0.436581153519855,0.408714513353925,0.442821238973304,0.575825895601071,0.582273641159828,0.229582264139086,0.481717459692465,0.366582359942234,0.40554838028378,0.302466699288019,-0.0471157904095038,-0.144902603012467,-0.0443160576762834,0.550385752976551,0.108486223056999,0.626527871326281,1.58223864157719,1.92611909315886,1.58082323049895,2.31935167363701,2.47760416041423,2.48467123522216,1.8884627072528,2.49709240509807,2.58371467905957,2.54432527983601,2.58502160971428,2.52314442725861,2.52758877250167,1.70383234143723,2.37746095413583,2.41779617751105,2.50544624309109,2.28971235933839,3.09531507352282,3.6887979435107,3.0285336463387,3.78236821640623,4.29248861140321,4.09870047870291,2.43956277485105,3.67931294716861,2.87472849393242,4.35997412461037,3.13056262744673,2.33497070898367,2.91159989439559,2.37666778312965,2.68284161714625,2.90577681283274,2.91023433275649,2.95434018451238,2.90707065063065,2.70564582132336,2.65206354568658,2.70896204514249,2.90629352315167,2.90811303952899,3.17305495970513,2.95074180528192,2.85831414869322,2.8546988969434,2.86570170495693
0068,0.555422230243969,0.542791554612194,0.565783789201855,0.0865848216650939,0.306465326518297,0.606816012403634,0.305530510661524,0.25294686733368,0.142985168225205,-0.274934525295323,-0.316276657309237,-0.0453481824026443,-0.0472695211570745,-0.158066553106808,-0.0513816797679956,-0.216887412364817,-0.49284125208931,-0.21654478535197,0.131890986638983,0.0544435260532484,0.335126438930143,0.250503697733201,0.230690124109795,0.100011304006127,0.186410249523022,0.513576733250097,0.182855807526863,0.521188118472758,0.225575597689339,0.213879319538395,0.15315190081417,0.221058001032255,0.211090566091241,0.223655336030936,0.210983456703681,0.155084427350598,0.221906218695339,-0.0215741043079926,0.190026004859958,0.220886333939445,0.228193388300583,0.21856900973085,-0.0046481908608071,0.0273031868101625,-0.002606129175829,0.463963025902711,0.226667166234284,0.464369266233618,1.40316273321806,1.79970359347962,1.40340444189933,1.85463322983064,1.95675582436256,1.94419882446893,1.71266494303359,1.97369336903673,2.07854860840363,1.99912016433862,2.07956691465438,2.01570059223755,2.03127837897601,1.69800969972265,1.74133015075703,2.045941133326,2.10712909240574,1.89921030823935,2.88180978057135,3.82803549183008,3.29922931593038,3.8642580077721,4.30545947244625,4.14092598719831,0.179480890598948,3.74541929091851,1.82268790533265,4.32870122955909,2.85174787800205,2.40401678558331,1.60011153514939,2.42080279525854,1.87409366972044,2.63362913473997,2.66988168386734,2.69528778990627,2.65607344471349,2.60499557126175,2.40955698863689,2.60208378437559,2.72106927627814,2.68228168065004,2.84673116601372,2.79749809766648,2.59183028492594,2.62569203698311,2.49522089712059
0070,-0.0662504784666709,-0.0465327357339773,-0.0404947049290114,0.0489211665861461,0.158894928902113,0.719332868979093,0.17194826201856,0.123995142709574,0.0569993437305475,-0.10348947736625,-0.0779219966912486,-0.055796212168282,-0.0212753566589388,0.0134179203583578,-0.0120968520405029,-0.0180917366745403,-0.216367834974769,-0.0149701523520352,0.0283515780526098,0.0317372742184961,0.039154019701527,0.0574707874269298,0.0729141650520776,0.0743457085657913,0.219561906423326,0.477059304207338,0.210081256920057,0.5852729010178,0.159625311567067,0.151987124863043,0.096155020325414,0.175101452611305,0.252535871077831,0.215813046727218,0.254696026242797,0.139184794901252,0.139184794901252,0.115094886146939,0.143775981448885,0.186762555407497,0.223972474649136,0.146577654596281,-0.0213116279157997,-0.0713540041999731,-0.0150783805063211,0.163328342496007,0.0299885732297095,0.381173180926051,1.61864753378343,1.63827184809042,1.66603352330527,2.18015593511571,2.12821921666429,2.10752885245364,1.85218812615445,2.19210396857623,2.52431441267955,2.40134562531209,2.52838303035716,2.0179891519683,2.0796992104541,1.84594422581541,1.97546986014854,2.21390384048798,2.30804220636034,2.09341194528935,2.79452326228938,2.77154407612686,2.37684368523773,3.00604902607333,3.44960077592023,3.1567157619643,0.243644537172154,2.22493905025023,2.21906181197027,3.59756642322287,2.57778741539526,2.05760949749199,2.79764079277186,2.10449653037155,2.00211358724746,2.38191873664138,2.41717435741968,2.48882912411042,2.38477025298425,1.95273882143201,2.21661143203999,1.93265246426928,2.3008335630809,2.1311134627299,2.65704566388354,2.58353178036548,2.23954387236658,2.22244255131929,2.25699810097443
0072,0.0755370183231129,0.0713596962104575,0.0667527187928653,0.0624203267430115,0.128298159323413,0.928085585451145,0.131854122317285,0.187052407226153,0.0687516990450583,-0.31302366533184,-0.228451810270929,0.177002519410937,0.370452275517992,0.52221792739219,0.0249777741790476,0.0821076381583944,0.197300230159457,0.0564545749704599,0.254467912485529,0.119704073633414,0.207227263431352,0.269994829018439,0.641284609097036,0.0,0.247026852482496,0.437516109800249,0.264042151372993,0.217000367187999,0.162484822743947,0.1667215351201,0.108999907607637,0.201944292623372,0.232068292903776,0.163751495918846,0.24202942370156,0.197780918867034,0.227088869686503,-0.0266147576420757,0.225100953132757,0.154655968825452,0.172281718575017,0.133513860187972,0.0418835293569183,0.0224040400815755,0.0428758811205774,0.0513084804859326,0.0338070736605901,0.0590435532114396,1.77194628500398,1.93926548522782,1.78193525916646,2.55088203882159,2.54606786089587,2.56912601776452,2.42492092330054,2.64445660332634,2.76466125404595,2.78170153106291,2.76409631348321,2.54576262934743,2.63025228748195,2.27065902559809,2.39329958681423,2.50103677593628,2.5578789983029,2.45305567006314,2.85252723297483,3.18333534667269,3.28231833337029,2.93918608510992,4.08749057576627,3.94165470674394,0.283514308439885,3.26301421848575,3.04824514382515,4.07408734972322,1.34086259110536,1.98786077423585,2.94243146884541,1.96544701825989,1.84607443588338,2.56684086229888,2.62870538243746,2.72121538635481,2.55234544842548,2.2847757411341,2.52466669650677,2.23316840150471,2.77467352240418,2.77613461985543,2.73365262306593,2.61141946136837,2.39924902754621,2.37834421060986,2.42835453473573
0084,2.1226185639133,1.0884907680741,1.85496930540645,0.337757831833764,0.128783502524953,0.142660389968592,0.138030838343737,0.201244471568884,0.240741794694231,-0.0840053824750706,-0.20560997090853,0.859361889559223,0.495646813937775,0.338911661586068,0.930418722306723,-0.006030094378463,-0.170843903153374,0.000982534611126,0.578372298639242,0.148950947649362,1.45497824013046,1.40472231904107,0.624874853590098,0.334626212484702,0.0,0.0280146714333772,0.0064187600032045,0.0786504157319555,0.143590384347744,0.154855214713318,0.151964144941705,0.156113699181791,0.160186364120718,0.165521417169954,0.159217474792346,0.213127805567691,0.212680033965902,0.259365419234839,0.215781818318913,0.111484285923158,0.132876554545452,0.0923121425734164,-0.0844967609483555,0.0103922610290793,-0.0969319919240711,0.298849043869838,0.047049060237987,0.423690067394204,0.0407894128756942,0.152278100271115,0.0223794033690862,0.131587891324856,0.432215038374168,0.519055164869394,0.600124985656966,0.476314879878427,0.494587607839637,0.453178289977538,0.497340369238308,0.432917351803321,0.432556673434253,0.471337272041797,0.66217535720537,0.204776107147225,0.223337595014086,0.179448787044711,1.4138370407772,3.28367494721055,2.98940829407262,3.39710112303657,4.12382122539481,2.71194003063375,1.25239994051145,2.21998828211885,2.95371573499955,4.28627091609442,3.42154570131121,1.85549695486651,2.37552281611744,2.10431757658018,2.06844818510762,2.74069858794528,2.7870946479068,2.83159616030313,2.7296144457199,2.54314138787543,2.66652930070077,2.5244941779164,2.63665765605105,2.62359096230242,2.68165789897761,2.75767272818907,2.64852685375617,2.58429955168845,2.71172938374584
0093,0.383000099594126,0.277013834228755,0.404127634010564,0.0157322611433264,0.0341115633819669,0.416777709129187,0.0323176668590599,0.0457100627470395,0.0402037788840209,-0.375875875135082,-0.183736638398746,-0.0563496314865294,-0.0714961112698497,-0.0944266219038019,-0.104175388778353,-0.202461650855011,-0.137677094080996,-0.20778618055945,-0.0680810342136242,-0.0118855533289957,0.290509606984074,0.246148571157729,0.240270941450225,0.0296120324710823,0.0,0.107025783705345,0.0,0.0369729080904912,0.0741549887383043,0.138766529815604,0.12555051021891,0.145828912755303,0.302093939178555,0.224192332582526,0.309151458009913,0.106944637859848,0.095917480442673,0.144542316713155,0.188158179071627,0.0,0.0019694052944385,0.0,-0.017132187055296,0.0353226708773406,-0.0206630615145219,0.527618669024587,0.132720759150228,0.596476166712134,0.519815007786047,1.50142250328103,0.515017475719574,0.584132860781414,0.88734169775732,1.76439649560878,1.5930564481331,1.88213835285108,2.51608209233761,2.15786368746024,2.54221795967305,1.11896602983052,0.975458143855081,1.4898177004202,1.98345889473036,0.326492741227546,0.362589214487729,0.272107043417775,2.87657438191096,3.4345502304252,2.84508322154372,3.48350246560003,3.90642057466902,3.69036964582668,1.59522613196402,3.2256055449896,3.09170566756165,4.06174843067719,2.90848906349923,2.1453994166276,2.87286708910244,2.1540937554205,1.97804547062037,2.42285237793543,2.61285744359152,2.65521265837603,2.55490607453271,2.36848669521729,2.59667533507557,2.35231614006837,2.60606920356016,2.53528440200125,2.92404460111737,2.77323297879914,2.16986293355056,2.1742867679443,2.16305297409315
0097,0.632036606579934,0.380656248126652,0.680873535872753,0.155993641243887,0.0523806818133192,0.858440255824515,0.0512470842628133,0.0796258611554602,0.0996563593265621,-0.0470458119683248,-0.120362716488356,0.196904737106095,0.144461885923978,0.134150495614628,0.0366256992451114,-0.0860399014443026,-0.10123468547792,-0.0689825415737586,0.0655025472455433,0.0339218355716088,0.592486901291832,0.566284067552942,0.434919443508114,0.113275311536924,0.0764791878272783,0.252030535802398,0.0738523408010035,0.108009692275516,0.202660168722177,0.220460659540225,0.161574248268945,0.266435716002123,0.345317756549466,0.346745424691156,0.349083728929434,0.381689724937431,0.389219285949441,0.224856864737989,0.223353438103878,0.115496098888346,0.157498961450621,0.0733783199837954,-0.0020079915683312,-0.0385372050631872,-0.0173378048553138,0.775233134160174,-0.0281032360373578,0.856511027331808,0.796628270948263,1.64301469891095,0.783203593342036,1.26765057416334,1.71815794531471,1.81791971268783,1.4289581910752,2.07954055212378,2.41470779095239,2.07641356346697,2.4458536265541,2.01005179132283,2.16171149272757,1.5160905482432,1.98059987313723,0.740512139862863,1.14070046393738,0.408136434123735,3.00791674031273,3.51718007193841,2.94994010566701,3.5759965270766,4.13816991116839,3.5330402283547,0.181542404938794,3.45082007551405,3.06078064261925,4.29333035603505,3.25935275064645,2.37484738332672,3.19390252778209,2.369256367502,2.05981022205967,2.67104637310343,2.69910324386194,2.70135116615644,2.67908922598754,2.48895666659347,2.53913275511543,2.47275614937717,2.56825107282252,2.56997036367788,2.52970317198222,2.81033590552503,2.50745296400697,2.5312624513896,2.48229042614495
0107,1.16617708451154,1.27904393566285,1.31158514029372,0.97244149510594,0.0105225551990406,0.0016154576800671,0.0058876225546421,0.0718662617792702,0.0149495232767598,-0.237788793523822,-0.0364622014345871,1.9137907751317,1.86612177872344,2.10646610693468,1.04325051919807,-0.031120437791696,0.0353649688614101,-0.041664072609025,0.451891391515504,0.544463655536035,0.907367169163523,1.04372573052497,1.10949689679665,0.640679615343845,0.0125280286614025,-0.074612992756255,0.0111584717849253,0.0351913141124579,0.0001690807805999,0.0004278918379941,-0.0015485692620472,0.0028864636762563,-0.0009137289024543,-0.0225472683613582,-0.0008761425257427,0.201726399125222,0.240582356044643,0.296905723043853,0.0004234802876195,-0.0071489529228493,-0.0149175887322744,-0.002312220369093,-0.0078219510418516,-0.220144751326279,-8.68245901918252e-05,0.0537716506030725,0.0452254056080119,0.0384788877900655,-0.0078201548758243,0.108511803505112,-0.0115665422885906,-0.0572154101879932,-0.0126034355069474,-0.0131946639747342,-0.0133422812218407,-0.0134033034057783,0.0702745864322709,0.0447237768979293,0.0725304843461488,0.0194400514926597,0.0174504517943178,0.0034650888168462,-0.0706418804966445,-0.0040535858994488,0.0053519626214632,-0.0055512732664129,0.0216781977463387,0.0945320789110806,0.0892527243576876,0.0955228888297866,0.0685304302892051,0.106254924374214,0.0,0.0394356309268017,0.069971285626728,0.0748294370628983,0.0414495512339892,0.0,0.0,0.0,0.0416333772951543,0.004138312450394,0.0062495840243199,0.0040481543381907,0.0111223235619353,0.0451318837318845,-0.0290587888865018,0.049772774103954,0.0559652463691013,0.0702965646632177,-0.0396225245324733,-0.0334287983808703,-0.0068403011312535,-0.0222797215994446,0.002879564573908
